,Username,Tweet,Polarity,Tweet_Tune
327,pattydenke,"For the 2nd day in a row, Senate GOP adjourned without giving my colleagues &amp; me an opportunity to speak on gun violence &amp; the 2nd anniversary of George Floyd's murder 

Are we a representative democracy?? Do GOP colleagues not want to hear about issues Michiganders care about?🧵",0.0,0
328,Hoozlers,Breakthrough News: United States of Gun Violence https://t.co/u1zFf9QqGs via @YouTube,0.0,0
329,XRPWealthy1,"Our nation needs to take a serious look at the state of mental health today.

Sometimes meds can be the problem.

America is failing our youngest generations from decades of rejecting good moral values and  teachings.

We don’t need more gun control.

We need to return to God.",0.15333333333333332,1
330,kirbyallen00,"“I do believe that the skills that make moms good activists also makes them good lawmakers,” - @shannonrwatts, @MomsDemand founder and Emerge Advisory Board member 👏👏
https://t.co/r1WDlHt8mz",0.7,1
331,TWLadyGrey,@karennashleyy @foothands Ok so explain it to me then. Why would Cisternos win if Beto couldn't? How will a pro choice anti gun candidate win in that district? Yes. The election is close among democrats. But that's not the entirety of the voting population? How does Cisternos poll with independents?,0.7000000000000001,1
332,Adariusadams1,@JaMorant Probably not a good time to talk about anything with the word gun in it bro.,-0.35,-1
333,JDChapel,"@SenSchumer https://t.co/pMcKz6j0Kt
“This was not the first time that left-leaning Twitter prematurely blamed another sort of White man — you know, white supremacist, entitled, conservative, marinated in gun culture — for a massacre committed, in fact, by a different type of person.”",0.0625,1
334,Laccourtoray,"Senate Republicans just voted against the Domestic Terrorism Prevention Act, blocking a debate about racially motivated hate crimes, White supremacy, violent extremism, and gun violence in America. Instead of doing something, they choose to do nothing today.",-0.4,-1
335,sean__trujillo,"@Smackeygames @SistroMondain @democratbae @Slugcrag @HillaryClinton first of all, more than half of all gun deaths are to suicide: https://t.co/MsGuBXWJdm

second, in 2007-2011, only 1% of non-fatal violent gun attacks were done by a defender against an attacker: https://t.co/4Hutwb4zSy

another source on these points: https://t.co/W4sAdDz9XJ",-0.036111111111111115,-1
336,BertforSpain,"We have to agree to never publicize the names of school shooters and other publicity-seeking mass murderers. This is not a gun or even a ""mental health"" issue. It's an issue of malevolent narcissists weaponizing mass media. Stop publishing their names and the problem will end.",-0.3416666666666666,-1
337,geekwire,Think you can land on an aircraft carrier? #Microsoft releases ‘Top Gun’ expansion for ‘Flight Simulator’ https://t.co/0Gijfr8rKW @MSFSofficial #TopGun #flightsimulator #xbox,0.5,1
338,XBabyGirlTX,"""Why only in America?""

US Senator Ted Cruz walks away from @Stone_SkyNews after being asked if ""this is the moment to reform gun laws"" 

https://t.co/d2oBaP4KvW

#TedCruz #America #Texasshooting #gunlaws https://t.co/gL4TYeg04t",0.0,0
339,cnsnews,"Sen. Dick Durbin says Senate Democrats have issued a ""good faith invitation"" for Republicans to join them in a conversation about gun control.
https://t.co/QmW6WxepqD",0.7,1
340,jb11070896,US political and media elites want you to believe that today’s horrific massacre was merely the product of “lax gun laws” and “untreated mental illness” because they don’t want you to come to terms with the fact that the US was created by and is maintained through mass murder.,-0.4,-1
341,EllenThurnau,HAPPENING NOW: Students at Whitefish Bay High School are participating in a walkout protesting gun violence in schools. @CBS58 https://t.co/HaeOldRQCC,0.16,1
342,igorvolsky,"Biden while running for President in July 2020: 

""Compromise is not a dirty word; it’s how our government is designed to work...I’ve been able to bring Democrats and Republicans together in the United States Congress to pass big things, to deal with big issues.”

Biden now ⬇️",0.2,1
343,KarlDerGr0be,"LIVE NOW: Aerials of Oxford High School where students are staging a walk out to protest gun violence, calling for gun control action following the Texas elementary school shooting https://t.co/xqBrHqhrIb",0.13927272727272727,1
344,i_rootbeer,BREAKING: Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a 47-47 split — it would have allowed debate on measures to combat mass shooting gun violence. RT IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS!,0.0,0
345,GrenettaWater,"Let’s say it together:

Republicans do not care about the safety of you or your family.

#RepublicansAreTheProblem #VoteBlue 

Senate GOP blocks domestic terrorism bill, gun policy debate | AP News https://t.co/aU2olEzQUi",0.0,0
346,N8isl8,"You can’t carry a gun while carrying a cross.

It’s one or the other. 

The way of the gun, or the way of the cross.",-0.041666666666666664,-1
347,dllundy1,"Democrats are already rejecting calls for more security and single entry points for schools (refusing to concede single points of entry with multiple exits is possible).  They only want gun control, which won't pass the Senate.  That means they want the issue, not a solution.",0.059523809523809534,1
348,BuscandoD,"The states with the strictest gun laws have the most gun violence, mainly because making things illegal doesn’t make them harder to get. 107,000 people overdosed on ILLEGAL drugs last year. Millions more did them. It’s time to move on from lazy talking points and think bigger.",-0.020370370370370372,-1
349,ElvaHughey,BREAKING: Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting. https://t.co/hMdW0iNItZ,-0.1,-1
350,SparklingBlue,"WHO, EXACTLY, ARE WE SUPPOSED TO VOTE FOR IN NOVEMBER, WHEN NEITHER PARTY WILL DO ANYTHING ABOUT GUNS? https://t.co/lMwqb6RLYA",0.25,1
351,cheech48310500,BREAKING: Senate Republicans stab a dagger into the heart of the American people by blocking a domestic terrorism bill with a 47-47 split — it would have allowed debate on measures to combat mass shooting gun violence. RT IF YOU THINK THAT REPUBLICANS HAVE BLOOD ON THEIR HANDS!,0.0,0
352,repairtheusps,"BREAKING: AOC shreds gun nut Rep. Lauren Boebert for claiming that you ""cannot legislate away evil"" to defend guns, says she should ""just quit"" instead of ""acting like a useless piece of furniture"" and letting babies get shot by AR15s. RT IF YOU THINK  THAT BOEBERT SHOULD RESIGN!",-0.5416666666666666,-1
353,JerriPeake,"@cwebbonline @RpsAgainstTrump Republicans aren’t doing nothing. They’re doing the bidding of their big money donor, the NRA, &amp; actually loosening gun restrictions. They’re fighting tooth &amp; nail against any and all laws to regulate guns.",0.0,0
354,veryBENeficial,"I've seen the aftermath of a young person's body shattered by a gun. I watched his parents fall to the floor, grasping for each other, making sounds that were barely human. I was 10, the age of the kids in the TX classroom. The body was my brother's. 🧵",-0.008333333333333331,-1
355,C0G1TO_ERG0_SUM,"The New York Times reports that a mere four Republican senators are ""open or undecided"" on new gun control legislation, with the other 46 being opposed or refusing to say. That's not gonna cut it. https://t.co/klbRF0xzb9",-0.07045454545454546,-1
356,gordon_goes,@Senseinobaka @Timcast There are federal background checks. This BS statement is really getting old. Go and try and buy a gun &amp; maybe you will understand that there are definitely required federal background checks already. 🤯,0.10000000000000002,1
357,KarenJSchroeder,"Fwiw, Manchin told me this quote just over a week after Parkland in 2018:

“It feels a little different. I’ve got grandchildren also in the school systems, and I understand the concerns that every parent and grandparent has.”",-0.09375,-1
358,RachelDisc,"congratulations America, I didn’t think you could outdo yourself but “cops threatening to stun gun Latino parents as their little kids were murdered” is a new zenith in Bipartisan National Death Drive",-0.025568181818181823,-1
359,PameLaFF,"Oxford High School students in Michigan walked out in protest over a lack of gun control laws and to show support for the victims of the school shooting in Uvalde, Texas. Oxford High School was the site of a mass shooting that killed four students in November 2021. https://t.co/nsA1Eh3TAT",0.04,1
360,thebennatan,“Good guy with a gun” arguments are dumb but also a police officer has never been a “good guy with a gun.”,0.3416666666666666,1
361,MgMarshall1956,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0
362,ColetteGodfrey,@RantingCanadian @breakfasttv Nope because I’m not remotely interested in owning a gun or having anything to do with one! But more checks and balances can only be better for society as a whole,0.20875,1
363,Valerie49961720,"Gun violence is the number one cause of death for young people in the United States and as a result it is the number one cause of death of our future. 

In order to make Congress act every day Americans on the left and right must work together and demand action.",0.09714285714285713,1
364,CLBlackburn1,"Listen, shitlibs, the only answer to a bad guy with a gun is a good guy with a gun* 

*unless, of course, the good guys with the guns just decide to hang out outside while the bad guy when the gun murders children",3.700743415417188e-17,1
365,Dragonkingvs,Ah nuts https://t.co/pRgsyYGrH2,0.0,0
366,tigerwat48,"George Floyd robbed a pregnant woman at gun point. It’s not the same, you divisive psychopath.",0.16666666666666666,1
367,peaceliberty,@NatashaBertrand @HarrySandick @andersoncooper So much for a good guy with a gun! https://t.co/V6rGJk8vLD,0.5375,1
368,_RubyLeClaire,"BREAKING: Senate Republicans just blocked the Domestic Terrorism Prevention Act, which would have opened debate on gun reform measures.",0.0,0
369,HairylegsBiden,"Statistically speaking, the most effective laws for reducing gun violence and gun homicides is cracking down on straw purchasing...that is someone buying a gun for a person not legally able to have one. And it isn't even close.",0.17361111111111113,1
370,1818Sfguy,"So, Imma need a smart contrarian online ""leftist"" to explain to me whether or not it's still ""virtue signalling"" and ""politicizing this tragedy"" if *checks notes* your school just had a mass shooting 6 months ago?

(naw I'm just kidding; I know you folks are idiot liars already.)",-0.21190476190476193,-1
371,writedressjack,"@AP Texas, one of the most heavily armed states could not find a good man with a gun for a whole hour.",0.3,1
372,kcswon,"When asked about gun control in the wake of the horrific Texas elementary school shooting, GOP Senate candidate Herschel Walker, who recently won his primary in Georgia, said this -- and this is an EXACT quote:
“What I like to do is see it and everything and stuff.”",-0.009999999999999986,-1
373,ChristyReedy7,"I want you to remember a number: $442,333.

It’s the amount of money that Ted Cruz has received from the gun lobbyists including the NRA.

That’s the price for his silence and deflection. The real cost is our lives and the lives of our children.",0.2,1
374,thatdarndeb,Stop weaponizing mental illness to excuse inaction regarding common sense gun legislation.,-0.15,-1
375,PGourevitch,"so law enforcement followed the GOP playbook for gun massacres step by step: do nothing to stop it, wave away or outright attack those who cry for help, then lie about it all
https://t.co/Jef2U46Vj5",0.0,0
376,TacticsSirvival,I just got cancer watching this. And a lot of you are suggesting these as solutions it’s crazy to even try to respect y’all as people when you view everything like this.,-0.6,-1
377,MISU_28_3_45,"THEY TOOK GOD OUT OF SCHOOLS 30+ YRS AGO, NOW THAT GENERATION IS SHOWING US WHAT THE EVIL IS CAPABLE OF, LAW ABIDING GUN OWNERS DON'T MASSACRE ANYONE, UNLESS YOU SHOW UP AT THEIR HOUSE",-0.4,-1
378,bigbobby666,"@DarthYoda1977 @CommandTake @pskmiller @BarackObama The propaganda about the gov trying to control people and fear of criminals has been ingrained for 40+ years. If I could wave a magic wand I would, but the consequences for forced gun removal would be astronomical.",0.033333333333333326,1
379,BigIron0nHisHip,This is what gun control looks like https://t.co/lVi86hfzRA,0.0,0
380,patrona1,"TLDR: For most of Uvalde's state and federal elected officials, it's guns before people. 

These cowards helped murder 19 children and two teachers. 

If Texans don't vote them out, nothing changes. 

https://t.co/l6i93FESy3 #UvaldeMassacre #TexasMassacre #VoteThemOut",0.5,1
381,UUelDee,"@_AmusingMyself @RedThreadHead1 @gordon_alive @BucketHatHeadA1 @JenJoMa @Gato_parodia @TDunadan @pacific_flyway @Lamneth21 @genxstan @MeAfter4 @BaalambL @RmwBlacksodder @3kidzlater @CSomerton @ELFherselfagain @DTitland @bettedavisthizz @ring_sec @HoopTrainerJess @DaxophoneSolo @JohnCca1dwe11 @69MimiLisa @RealSnakeP @RebelliousTodd @Theologia11 @frenchgen2 @runningamok87 @maryf8097 @just_Libert_e @PeteMos01121917 @Canzaus_Kid @BlueLiberal4UU @ManPi314 @annetekiri @DontLetsPod @maryh4751 @RealCasperPhD @ChompyPrez @GalacticVirgin2 @PoppoTHaguewood @Whoo_HolyHell @wiscorpio72 @yelcat2 @foundgum @CNewhampshire @garbowithag @TheFightin28th @Ktrichel @ValerieJarrett Same here and, in my NC county, the CCW Permit renewal process takes several months just as if it was a new application. It is not easy at all and I have also never found a ""Gun Show Loophole"". They are mythical beasts like unicorns.",-0.02007575757575758,-1
382,GuerrasLaws,BREAKING: Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting. https://t.co/hMdW0iNItZ,-0.1,-1
383,ChathamClub,"Detail of the WW2 Anti-Aircraft Artillery map of South London that’s *still* on the wall of Gun Operations Room 4, built into the lift shaft of disused Brompton Road tube station. Which OBV you know as you’re watching #secretsofthelondonunderground on @YesterdayTweets ARE YOU NOT https://t.co/Eo6gMlFZmO",0.0,0
384,dlbruce0107,"At his victory party on Tuesday herschel was asked if he believes there should be new gun laws after the Texas shooting, he said: “What I like to do is see it and everything and stuff.”",0.13636363636363635,1
385,TheNickofStarr,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0
386,motelroses,1) about how ppl say better gun laws = better mental health evaluations which isnt true Bc a lot of men which is true do not get mental health care 2) if you are angry &amp; buying a gun you are mentally ill and what happens when that man doesn’t have a background of mental health.,0.044444444444444446,1
387,XtianMiranda,I spoke on the Senate floor urging my Republican colleagues to join us to take action on gun violence. We don’t have to live like this! https://t.co/tGJKYETFdj,0.13522727272727272,1
388,Sundaaayz,"@Log1kz_ There’s gun violence in many countries, but not in the way of mass shootings like in this country. 

Something about US culture perpetuated a lack of care for other people",0.1875,1
389,Pondertwosides,"@synapse2000 Shooters in TX &amp; Denmark(over 70 people) were fans of ""Call of Duty"".Yes, a gun killed yesterday, but ideation led to the former.Educate young people about how what they gaze on is rewiring their brains,&amp; not all for good. Do educate about how neural networks form.",0.19999999999999998,1
390,BaronSnow3,Senate: Cancel Recess and Pass Gun Reforms Now | MoveOn https://t.co/VBf1m9j4y8,0.0,0
391,RestlessNativ,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0
392,HonyoustMary,"A bunch of police officers standing outside the school, while the shooting is going on, parents pleading for them to go in, pretty much demolishes the GOP argument about the good guy with a gun.",0.2875,1
393,thorharris666,URGENT: We're running out of time to demand action to prevent school shootings like the one at Sandy Hook Elementary. We're falling short of our midnight signature goal – but we're missing your name. Please sign the petition now to help protect children from gun violence.,0.05,1
394,cvham1958,"Where does gun violence in America lie? The NRA, the Republican party, society, or is it just that people don't care.",0.0,0
395,FCrackr,"How is it possible that somebody can spend ten minutes firing a gun outside a school, not be engaged by law enforcement, and just walk right into a school that wasn't locked down when they heard the shots being fired?",0.026031746031746024,1
396,NoirPoetograpy,"You see, in America, we like to support small businesses that give people good jobs.  Every time there's a mass shooting, both coffin and gun sales go up, so small, family-owned shops like Batesville Casket, and Shelby Family Guns get to hire more workers.  Everybody wins!",0.215,1
397,O_T_Reynolds,Ted Cruz's latest solution to reduce gun crime in America. https://t.co/akRgOEpwes,0.5,1
398,flowers_happy,"@GOPChairwoman We need leaders who are not in the pockets of the gun lobby. Seriously, what kind of political party votes pro domestic terrorists?",0.06666666666666667,1
399,annavrmac,@cbenser @WeThePe26240840 @dougransom @johnpavlovitz Agreed we could do a much better job with treating mental health. But it doesn’t change the reality that having common sense gun laws will reduce gun violence,0.03333333333333335,1
